"","rand_survey_id","id","year","fec","post","livelihoods_Z","income_Z_t","assets_Z_t","durableLoan_t","susFarm","lab_index","inc_ntfp_t","inc_farm_wage_t","totalIncome_t_us","consumptionExp_t_us","irregularExp_t_us","durableLoan_t_us","susFarm_us","inc_farm_wage_t_us","inc_ntfp_t_us","lab_index_us"
"48",656,24,2014,0,1,-0.978979111702455,-0.901369203911456,-0.842867402850649,-0.343793346057863,-0.319148425395377,-1.5107859785903,-0.727056542736264,-0.967210729794636,4.94169343911329,5.69037086756913,6.88141235774153,0,0,0,0,0
"49",859,25,2010,0,0,-0.298845690882179,-0.860322002925663,0.489092348385222,-0.343793346057863,-0.319148425395377,1.095498837556,-0.727056542736264,-0.967210729794636,5.01067973557803,6.39693243298235,6.89972412347739,0,0,0,0,2.4
"50",859,25,2014,0,1,0.466874889837703,-0.169131397656444,1.53122380394628,-0.343793346057863,-0.319148425395377,-1.5107859785903,-0.727056542736264,-0.967210729794636,6.94697691669035,5.73011032421354,7.82003815074644,0,0,0,0,0
"51",507,26,2010,0,0,-1.47604553323248,-0.795168710583235,-1.91290957795686,-0.343793346057863,NA,-0.859214774553726,-0.727056542736264,-0.967210729794636,0,5.38083978467664,7.31588394659301,0,NA,0,0,0.6
"52",507,26,2014,0,1,-1.05560319538557,-0.476895747871849,-1.2972573372192,-0.343793346057863,-0.319148425395377,NA,-0.727056542736264,-0.967210729794636,0,5.93490119423036,7.82404617085625,0,0,0,0,NA
"53",514,27,2010,1,0,-0.209914417281525,-0.0186875995171776,0.0701442793678067,-0.343793346057863,-0.319148425395377,1.095498837556,-0.727056542736264,-0.967210729794636,7.7406645909531,3.93612078367815,7.50659208196661,0,0,0,0,2.4
"54",514,27,2014,1,1,-0.496023088196658,-0.825975235718025,0.0701442793678067,-0.343793346057863,-0.319148425395377,-0.424833971862676,-0.727056542736264,-0.967210729794636,3.40230664548059,4.91270894709587,7.24422802580704,0,0,0,0,1
"55",512,28,2010,0,0,-0.425844037736025,-0.269001580630054,-0.184439302579226,-0.343793346057863,-0.319148425395377,0.443927633519425,-0.727056542736264,0.70120805202568,7.46508306442784,5.04989709610426,7.33302344157233,0,0,3.68950386898891,0,1.8
"56",512,28,2014,0,1,0.0875307121975003,-0.172674288185902,0.774599206516172,-0.343793346057863,-0.319148425395377,-0.424833971862676,-0.727056542736264,1.42873577932815,6.81344580709233,6.57925314101687,7.8054747913254,0,0,5.29834236561059,0,1
"57",77,29,2010,1,0,-0.0408616506577417,0.245214484297615,0.221281524856104,-0.343793346057863,-0.319148425395377,1.095498837556,-0.727056542736264,-0.967210729794636,7.97246613488061,6.31210101109015,7.53902733875733,0,0,0,0,2.4
