"","lossyear","count_PA","count_4km","counter","PA_ID","PA_name"
"726",0,330420,303100,34,8517,"Loma Mountains"
"727",1,451,512,34,8517,"Loma Mountains"
"728",2,93,142,34,8517,"Loma Mountains"
"729",3,62,52,34,8517,"Loma Mountains"
"730",4,17,52,34,8517,"Loma Mountains"
"731",5,63,49,34,8517,"Loma Mountains"
"732",6,364,802,34,8517,"Loma Mountains"
"733",7,142,485,34,8517,"Loma Mountains"
"734",8,96,357,34,8517,"Loma Mountains"
"735",9,110,200,34,8517,"Loma Mountains"
"736",10,75,61,34,8517,"Loma Mountains"
"737",11,592,1106,34,8517,"Loma Mountains"
"738",12,196,356,34,8517,"Loma Mountains"
"739",13,2398,4911,34,8517,"Loma Mountains"
"740",14,1663,5271,34,8517,"Loma Mountains"
"741",15,4466,5122,34,8517,"Loma Mountains"
"742",16,2277,5470,34,8517,"Loma Mountains"
"743",17,1880,10296,34,8517,"Loma Mountains"
"744",18,1574,5097,34,8517,"Loma Mountains"
"745",19,3061,7149,34,8517,"Loma Mountains"
"746",20,1378,4597,34,8517,"Loma Mountains"
"747",21,1137,3633,34,8517,"Loma Mountains"
"748",0,4278,57468,35,303933,"Forest Reserve (Name unknown8)"
"749",1,44,1645,35,303933,"Forest Reserve (Name unknown8)"
"750",2,160,1452,35,303933,"Forest Reserve (Name unknown8)"
"751",3,33,788,35,303933,"Forest Reserve (Name unknown8)"
"752",4,7,159,35,303933,"Forest Reserve (Name unknown8)"
"753",5,NA,60,35,303933,"Forest Reserve (Name unknown8)"
"754",6,18,681,35,303933,"Forest Reserve (Name unknown8)"
"755",7,3,392,35,303933,"Forest Reserve (Name unknown8)"
"756",8,NA,248,35,303933,"Forest Reserve (Name unknown8)"
"757",9,129,2895,35,303933,"Forest Reserve (Name unknown8)"
"758",10,4,389,35,303933,"Forest Reserve (Name unknown8)"
"759",11,85,815,35,303933,"Forest Reserve (Name unknown8)"
"760",12,18,380,35,303933,"Forest Reserve (Name unknown8)"
"761",13,223,4753,35,303933,"Forest Reserve (Name unknown8)"
"762",14,647,6948,35,303933,"Forest Reserve (Name unknown8)"
"763",15,895,8419,35,303933,"Forest Reserve (Name unknown8)"
"764",16,189,3288,35,303933,"Forest Reserve (Name unknown8)"
"765",17,706,7998,35,303933,"Forest Reserve (Name unknown8)"
"766",18,403,6198,35,303933,"Forest Reserve (Name unknown8)"
"767",19,403,7744,35,303933,"Forest Reserve (Name unknown8)"
"768",20,315,3735,35,303933,"Forest Reserve (Name unknown8)"
"769",21,251,4183,35,303933,"Forest Reserve (Name unknown8)"
"770",0,2887,74276,36,29999,"Occra Hills"
"771",1,21,39,36,29999,"Occra Hills"
"772",2,16,124,36,29999,"Occra Hills"
"773",3,3,90,36,29999,"Occra Hills"
"774",4,28,41,36,29999,"Occra Hills"
"775",5,36,212,36,29999,"Occra Hills"
"776",6,494,227,36,29999,"Occra Hills"
"777",7,113,173,36,29999,"Occra Hills"
"778",8,23,116,36,29999,"Occra Hills"
"779",9,128,1371,36,29999,"Occra Hills"
"780",10,71,129,36,29999,"Occra Hills"
"781",11,91,149,36,29999,"Occra Hills"
"782",12,40,274,36,29999,"Occra Hills"
"783",13,147,3271,36,29999,"Occra Hills"
"784",14,236,3045,36,29999,"Occra Hills"
"785",15,330,9119,36,29999,"Occra Hills"
"786",16,90,3942,36,29999,"Occra Hills"
"787",17,366,8499,36,29999,"Occra Hills"
"788",18,598,5466,36,29999,"Occra Hills"
"789",19,87,4968,36,29999,"Occra Hills"
"790",20,282,3771,36,29999,"Occra Hills"
"791",21,113,2997,36,29999,"Occra Hills"
